,source_sentence,target_sentence,similarity,baseline,similarity,proposal,similarity
888, [CLS] many roller derby players skating around the rink . [SEP], roller derby players skating around the rink . [SEP],0.9600277543067932, people are skating . [SEP],0.6859320402145386, roller ##ska skating skating . [SEP],0.7690870761871338
889, [CLS] two men spa ##r in martial arts gear . [SEP], there are multiple people present . [SEP],0.6244245767593384, two men are fighting . [SEP],0.6779704093933105, two men are fighting . [SEP],0.6779704093933105
890, [CLS] the white dog runs across the snow . [SEP], the dog is outside . [SEP],0.7925125360488892, a dog is running . [SEP],0.8299433588981628, the dog is outside . [SEP],0.7925125360488892
891, [CLS] women enjoying a game of table tennis . [SEP], women are playing ping po ##ng . [SEP],0.7175805568695068, women are playing a game . [SEP],0.6457423567771912, women are playing a game . [SEP],0.6457423567771912
892, [CLS] railroad workers working on the tracks at nighttime [SEP], there are people outside at night [SEP],0.7920471429824829, workers are working . [SEP],0.5894205570220947, the workers are working . [SEP],0.7043789029121399
893, [CLS] workers are removing ice from a walkway . [SEP], workers outside on a slippery walkway [SEP],0.7294885516166687, workers are ice ice . [SEP],0.5688759088516235, workers are ice . [SEP],0.5589785575866699
894, [CLS] two little white dogs running . [SEP], two dogs are moving . [SEP],0.7618711590766907, two dogs are running . [SEP],0.7939355969429016, two dogs are running . [SEP],0.7939355969429016
895, [CLS] people standing with their bicycles . [SEP], the bicycles are besides the people . [SEP],0.6288948655128479, people are standing . [SEP],0.6408612132072449, people are people with their bikes . [SEP],0.8418883085250854
896, [CLS] a young girl wearing a red shirt and cap smiling and holding a small toy is standing in front of a group of children playing behind her . [SEP], the young girl is wearing a red shirt . [SEP],0.7555703520774841, a girl is a a . [SEP],0.5325435400009155, a girl is a red shirt and [SEP],0.6952595710754395
897," [CLS] two children are looking through a telescope on a city street , and the boy is using a step ladder to see through the eye ##glass . [SEP]", two children are looking through a telescope together at a city street . [SEP],0.9131971597671509, two children are looking at a telescope . [SEP],0.8548171520233154, two children are looking at a telescope . [SEP],0.8548171520233154
898," [CLS] a man on a bicycle , wearing cycle gear , riding at a fast past down paved trail surrounded by tree ' s and grass . [SEP]", the man is riding fast down a trail . [SEP],0.7709800601005554, a man is riding a bike . [SEP],0.7951155304908752, a man is riding a bicycle . [SEP],0.7849544286727905
899, [CLS] a woman standing in front of a wall holding a can of bud light with her shirt tied into a semi - halt ##er . [SEP], something alcoholic is visible . [SEP],0.5663411021232605, a woman is standing in front of a wall . [SEP],0.7697626352310181, a woman is standing . [SEP],0.6530781984329224
900, [CLS] a man in jeans and a brown shirt jumps high in the air in a living room that has a fireplace and wooden floor . [SEP], a guy in brown jumps up in a room with a wood floor [SEP],0.839994490146637, a man is in a room room . [SEP],0.6995409727096558, a man is jumping in a room . [SEP],0.756812572479248
901, [CLS] a man in jeans and a brown shirt jumps high in the air in a living room that has a fireplace and wooden floor . [SEP], a man jumps high [SEP],0.6437892913818359, a man is in a room room . [SEP],0.6995409727096558, a man is jumping in a room . [SEP],0.756812572479248
902, [CLS] a basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot . [SEP], a basketball player is trying to make a shot while two players try to block it . [SEP],0.8701040744781494, a basketball player is going to score the ball . [SEP],0.7515566945075989, a basketball is playing basketball . [SEP],0.6282620429992676
903, [CLS] a man with a paddle stands next to a woman with a bikini top ; and her arms are in a dance pose . [SEP], someone dances while a man holds a paddle [SEP],0.8402483463287354, a man is a woman are standing together . [SEP],0.8127111196517944, a man and woman are in a [SEP],0.7544808387756348
904," [CLS] a man , wearing a cap , is pushing a cart , on which large display boards are kept , on a road . [SEP]", the man is pushing a cart down the road . [SEP],0.8702149987220764, a man is a cart cart . [SEP],0.6904388666152954, a man is pushing a cart . [SEP],0.850162148475647
905, [CLS] a roof ##er in a gray sweatshirt and orange hat walks on a unfinished roof at a lake - side home . [SEP], the roof ##er is outside working . [SEP],0.6595221757888794, a person is a hat hat is on a roof . [SEP],0.7455942630767822, a roof is on a roof . [SEP],0.6386651396751404
906, [CLS] a group of young adults are standing on a street in front of a brick wall with a tall wooden gate . [SEP], a group stands on the street in front of a brick wall . [SEP],0.8710050582885742, a group of adults are standing on a [SEP],0.8037734627723694, a group of young adults are outside . [SEP],0.7522458434104919
907, [CLS] a girl in a black sweater and jeans pour ##s water into an empty soda bottle . [SEP], someone pour ##s water into a bottle [SEP],0.7012282609939575, a girl is pouring liquid . [SEP],0.6906734704971313, a girl is pouring a bottle . [SEP],0.7735397815704346
908, [CLS] a man with a tan jacket with a full grocery bag is crossing the street . [SEP], the man is wearing a jacket . [SEP],0.7728604078292847, a man is crossing the street . [SEP],0.7983697056770325, a man is a jacket is crossing the street . [SEP],0.8099108338356018
909, [CLS] a shirt ##less man is painting over a graffiti filled wall with a paint roller . [SEP], a man is painting a wall . [SEP],0.8346215486526489, a man is painting a wall . [SEP],0.8346215486526489, a man is painting a wall . [SEP],0.8346215486526489
910, [CLS] man jumping up in the air and splitting his legs with his mouth open . [SEP], a man is jumping . [SEP],0.7282277345657349, a man is jumping his mouth . [SEP],0.801963746547699, a man is jumping . [SEP],0.7282277345657349
911, [CLS] a woman in a hooded type coat is holding a golden colored axe . [SEP], a woman holds an axe . [SEP],0.8547907471656799, a woman is holding a . [SEP],0.7688860297203064, a woman is holding a . [SEP],0.7688860297203064
912, [CLS] women wait under their umbrella ##s for customers at a fresh food market . [SEP], the umbrella ##s are open . [SEP],0.7095598578453064, women are waiting for food . [SEP],0.7480555772781372, women are for a . [SEP],0.5546836256980896
913, [CLS] a young child plays on a beach next to an empty chair . [SEP], there is one child in this picture . [SEP],0.6313298940658569, a child is playing on the beach . [SEP],0.8878229856491089, a child is playing on the beach . [SEP],0.8878229856491089
914, [CLS] a man stands by a load of boxes near a pizza restaurant . [SEP], a man stands by boxes . [SEP],0.7823806405067444, a man is near a . [SEP],0.6848388314247131, a man is near a . [SEP],0.6848388314247131
915, [CLS] two people are sitting on a rock looking off into the distance . [SEP], two people are outdoors . [SEP],0.6153938174247742, two people are sitting on a rock . [SEP],0.8721964955329895, two people are sitting . [SEP],0.68104487657547
916, [CLS] a large crowd is gathered outside and one woman is yelling . [SEP], a woman yells while a groups of people gathers . [SEP],0.8606494665145874, a crowd is gathered . [SEP],0.6866020560264587, a large crowd is outside . [SEP],0.8488571047782898
917, [CLS] a yellow race car sliding through a corner as spectators watch . [SEP], a race ##car is being watched . [SEP],0.8207222819328308, a yellow car is a a . [SEP],0.64247727394104, a race car is racing . [SEP],0.6767146587371826
918, [CLS] lot of people are gathered in front of a building . [SEP], people gather in front of a building . [SEP],0.8132480978965759, a group of people are in front of a building . [SEP],0.9373554587364197, there are people outside . [SEP],0.7470813393592834
919, [CLS] woman smiling while holding a book and yellow paper star . [SEP], the woman holding book and yellow paper star with smiling [SEP],0.8874272704124451, a woman is smiling . [SEP],0.7944613695144653, a woman is smiling . [SEP],0.7944613695144653
920, [CLS] asian women selling fruits from baskets at an outdoor market [SEP], women selling fruits [SEP],0.6981158256530762, women are selling produce . [SEP],0.7308818697929382, the women are selling fruit . [SEP],0.8307992219924927
921, [CLS] asian women selling fruits from baskets at an outdoor market [SEP], asian women at a market [SEP],0.800745964050293, women are selling produce . [SEP],0.7308818697929382, the women are selling fruit . [SEP],0.8307992219924927
922, [CLS] asian individuals are taking pictures of some unidentified thing . [SEP], asian ##s take pictures . [SEP],0.7313491106033325, asian people are taking pictures . [SEP],0.8356543183326721, there are people in pictures . [SEP],0.8535102605819702
923, [CLS] men are playing rugby while covered in mud . [SEP], there is mud on the rugby players . [SEP],0.7453117370605469, men are playing rugby . [SEP],0.7089203000068665, men are playing in the . [SEP],0.597855269908905
924, [CLS] a man and woman setup a camera . [SEP], two people setup a device [SEP],0.7436108589172363, a man and woman are a picture . [SEP],0.7950440049171448, a man and woman are a camera . [SEP],0.814868152141571
925, [CLS] two individuals use a photo ki ##os ##k [SEP], there are two individuals [SEP],0.7059617042541504, two people are a a . [SEP],0.6298473477363586, two people are a a . . [SEP],0.602873682975769
926, [CLS] an medical worker examines a young girl . [SEP], a health worker is evaluating a girl . [SEP],0.823279082775116, a person is a a . [SEP],0.4917917549610138, a female is looking at a girl . [SEP],0.717937707901001
927, [CLS] construction worker looking over the job site . [SEP], construction worker at work [SEP],0.7474910020828247, a construction worker is looking at something . [SEP],0.832080066204071, a worker is looking at the . [SEP],0.7632531523704529
928," [CLS] a man and woman in formal attire are standing in a high grass meadow , posing for the photographer , and she has two of her fingers up on one hand behind his head . [SEP]", a couple are having a photos ##hoot . [SEP],0.6914408802986145, a man and woman pose for a picture . [SEP],0.7626663446426392, a man and woman are in a field . [SEP],0.7916950583457947
929, [CLS] a man in a purple mascot costume is standing outside of a store while a man and a woman each wearing fl ##am ##boy ##ant clothing stand off to the side . [SEP], the man is wearing the costume . [SEP],0.713549792766571, a man is wearing a costume . [SEP],0.7947260141372681, a man is standing outside . [SEP],0.6922451257705688
